pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,load,date
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.395730
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.437468
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.481285
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.530111
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.574043
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.621893
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.668852
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.717707
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.756025
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.799460
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.843095
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.881914
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:05.921522
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.020681
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.067322
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.117726
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.154830
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.194406
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.244161
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.285816
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.336046
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.377781
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.407536
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.437813
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.468325
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.502502
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.532954
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.562980
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.593950
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.624940
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.709989
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.749582
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.790707
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.835734
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.876758
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.919508
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:06.964365
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.014442
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.045005
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.083103
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.131821
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.179899
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.227189
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.266146
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.326658
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.363040
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.417212
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.447342
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.477181
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.507240
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.537351
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.567213
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.597349
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.627842
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.672766
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.716450
1.0,0.0,0.0,0.0,0.0,0.0000000000,0.0000000000,0.0,2.0,300,2021-09-02 20:21:07.830322
