pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,load,date
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.448539
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.493132
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.538151
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.581434
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.624398
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.667635
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.710985
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.755397
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.798473
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.856169
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:45.937843
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.000164
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.058845
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.115739
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.165943
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.215630
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.303512
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.352760
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.395965
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.445853
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.493545
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.539709
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.590339
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.643679
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.692242
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.740984
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.785464
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.833665
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.880116
2.0,0.0,0.0,0.0,0.0,0.0002274330,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.924122
2.0,0.0,0.0,0.0,0.0,0.0002130920,0.0000000000,0.0,4.0,100,2021-09-07 09:11:46.968533
2.0,0.0,0.0,0.0,0.0,0.0002131469,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.012583
2.0,0.0,0.0,0.0,0.0,0.0002132017,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.062196
2.0,0.0,0.0,0.0,0.0,0.0002132678,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.249761
2.0,0.0,0.0,0.0,0.0,0.0002257685,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.303658
2.0,0.0,0.0,0.0,0.0,0.0002257685,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.349444
2.0,0.0,0.0,0.0,0.0,0.0002257685,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.456711
2.0,0.0,0.0,0.0,0.0,0.0002244894,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.509890
2.0,0.0,0.0,0.0,0.0,0.0002244894,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.573507
2.0,0.0,0.0,0.0,0.0,0.0002244894,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.624679
2.0,0.0,0.0,0.0,0.0,0.0002244894,0.0000000000,0.0,4.0,100,2021-09-07 09:11:47.668525
