pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,load,date
5.0,0.0,0.0,0.0,0.0,0.0018159152,0.0000000000,0.0,10.0,400,2021-07-26 12:54:06.960365
5.0,0.0,0.0,0.0,0.0,0.0018155867,0.0000000000,0.0,10.0,400,2021-07-26 12:54:07.057277
5.0,0.0,0.0,0.0,0.0,0.0017946658,0.0000000000,0.0,10.0,400,2021-07-26 12:54:07.179302
5.0,0.0,0.0,0.0,0.0,0.0017938995,0.0000000000,0.0,10.0,400,2021-07-26 12:54:07.271386
5.0,0.0,0.0,0.0,0.0,0.0017922920,0.0000000000,0.0,10.0,400,2021-07-26 12:54:07.469667
5.0,0.0,0.0,0.0,0.0,0.0017912759,0.0000000000,0.0,10.0,400,2021-07-26 12:54:07.665223
5.0,0.0,0.0,0.0,0.0,0.0017726629,0.0000000000,0.0,10.0,400,2021-07-26 12:54:07.967685
5.0,0.0,0.0,0.0,0.0,0.0017704261,0.0000000000,0.0,10.0,400,2021-07-26 12:54:08.189163
5.0,0.0,0.0,0.0,0.0,0.0017696159,0.0000000000,0.0,10.0,400,2021-07-26 12:54:08.276913
5.0,0.0,0.0,0.0,0.0,0.0017676780,0.0000000000,0.0,10.0,400,2021-07-26 12:54:08.468751
5.0,0.0,0.0,0.0,0.0,0.0017655443,0.0000000000,0.0,10.0,400,2021-07-26 12:54:08.671210
5.0,0.0,0.0,0.0,0.0,0.0017635549,0.0000000000,0.0,10.0,400,2021-07-26 12:54:08.869145
5.0,0.0,0.0,0.0,0.0,0.0017622871,0.0000000000,0.0,10.0,400,2021-07-26 12:54:09.166543
5.0,0.0,0.0,0.0,0.0,0.0017625057,0.0000000000,0.0,10.0,400,2021-07-26 12:54:09.363752
5.0,0.0,0.0,0.0,0.0,0.0017441696,0.0000000000,0.0,10.0,400,2021-07-26 12:54:09.472792
5.0,0.0,0.0,0.0,0.0,0.0017427765,0.0000000000,0.0,10.0,400,2021-07-26 12:54:09.765270
5.0,0.0,0.0,0.0,0.0,0.0017378694,0.0000000000,0.0,10.0,400,2021-07-26 12:54:10.069003
5.0,0.0,0.0,0.0,0.0,0.0017128224,0.0000000000,0.0,10.0,400,2021-07-26 12:54:10.178843
5.0,0.0,0.0,0.0,0.0,0.0017118139,0.0000000000,0.0,10.0,400,2021-07-26 12:54:10.278041
5.0,0.0,0.0,0.0,0.0,0.0017107642,0.0000000000,0.0,10.0,400,2021-07-26 12:54:10.400486
5.0,0.0,0.0,0.0,0.0,0.0017097659,0.0000000000,0.0,10.0,400,2021-07-26 12:54:10.566036
5.0,0.0,0.0,0.0,0.0,0.0017076769,0.0000000000,0.0,10.0,400,2021-07-26 12:54:10.766775
5.0,0.0,0.0,0.0,0.0,0.0017046719,0.0000000000,0.0,10.0,400,2021-07-26 12:54:11.060283
5.0,0.0,0.0,0.0,0.0,0.0017005349,0.0000000000,0.0,10.0,400,2021-07-26 12:54:11.468056
5.0,0.0,0.0,0.0,0.0,0.0016983326,0.0000000000,0.0,10.0,400,2021-07-26 12:54:11.768914
5.0,0.0,0.0,0.0,0.0,0.0016868572,0.0000000000,0.0,10.0,400,2021-07-26 12:54:12.061278
5.0,2.0,225.2,240.4,0.0,0.0680797446,0.0000000000,407462.0,10.0,400,2021-07-26 12:54:12.269604
5.0,2.0,225.2,240.4,0.0,0.0680801671,0.0000000000,407462.0,10.0,400,2021-07-26 12:54:12.371455
5.0,2.0,225.2,240.4,0.0,0.0722667191,0.0000000000,423949.5,10.0,400,2021-07-26 12:54:12.573320
5.0,2.0,225.2,240.4,0.0,0.0722672292,0.0000000000,423949.5,10.0,400,2021-07-26 12:54:12.769513
5.0,2.0,225.2,240.4,0.0,0.0722443457,0.0000000000,423949.5,10.0,400,2021-07-26 12:54:12.985658
5.0,2.0,225.2,240.4,0.0,0.0722457336,0.0000000000,423949.5,10.0,400,2021-07-26 12:54:13.171692
