pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,load,date
5.0,0.5,945.8,996.9,0.0,0.1208720843,0.0000000000,7665685.7,10.0,1000,2021-07-26 13:24:18.259048
5.0,0.5,945.8,996.9,0.0,0.1208682844,0.0000000000,7664621.7,10.0,1000,2021-07-26 13:24:18.310967
5.0,0.5,945.8,996.9,0.0,0.1208402098,0.0000000000,7657237.3,10.0,1000,2021-07-26 13:24:18.863887
5.0,0.5,609.0,642.4,0.0,0.0891087859,0.0000000000,6531489.7,10.0,1000,2021-07-26 13:24:19.457351
5.0,0.3,609.0,642.4,0.0,0.0610143359,0.0000000000,5514410.3,10.0,1000,2021-07-26 13:24:19.575289
5.0,0.3,609.0,642.4,0.0,0.0610064258,0.0000000000,5512133.3,10.0,1000,2021-07-26 13:24:19.770245
5.0,0.3,609.0,642.4,0.0,0.0364592697,0.0000000000,4069150.2,10.0,1000,2021-07-26 13:24:19.959898
5.0,0.3,262.4,278.0,0.0,0.0364441340,0.0000000000,4064936.6,10.0,1000,2021-07-26 13:24:20.099880
5.0,0.3,262.4,278.0,0.0,0.0364362239,0.0000000000,4062723.4,10.0,1000,2021-07-26 13:24:20.259104
5.0,0.3,262.4,278.0,0.0,0.0364210882,0.0000000000,4058488.6,10.0,1000,2021-07-26 13:24:20.465319
5.0,0.3,262.4,278.0,0.0,0.0364061807,0.0000000000,4054211.1,10.0,1000,2021-07-26 13:24:20.656739
5.0,0.3,0.0,0.0,0.0,0.0363749599,0.0000000000,4050125.2,10.0,1000,2021-07-26 13:24:20.772022
5.0,0.3,0.0,0.0,0.0,0.0363942019,0.0000000000,4041847.0,10.0,1000,2021-07-26 13:24:21.163014
5.0,0.3,0.0,0.0,0.0,0.0363683378,0.0000000000,3107625.1,10.0,1000,2021-07-26 13:24:21.371855
5.0,0.3,0.0,0.0,0.0,0.0228457218,0.0000000000,3105092.7,10.0,1000,2021-07-26 13:24:21.666716
5.0,6.9,0.0,0.0,0.0,0.0474995099,0.0000000000,3884491.5,10.0,1000,2021-07-26 13:24:21.957145
5.0,7.0,0.0,0.0,0.0,0.0474986106,0.0000000000,3884491.5,10.0,1000,2021-07-26 13:24:22.156937
5.0,6.9,0.0,0.0,0.0,0.0322091114,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:22.358219
5.0,6.9,0.0,0.0,0.0,0.0321893569,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:22.573865
5.0,7.0,0.0,0.0,0.0,0.0321886053,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:22.784514
5.0,7.0,0.0,0.0,0.0,0.0321873141,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:22.964179
5.0,7.0,0.0,0.0,0.0,0.0321855026,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:23.258301
5.0,7.0,0.0,0.0,0.0,0.0321840764,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:23.469472
5.0,7.1,0.0,0.0,0.0,0.0321828559,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:23.669234
5.0,7.1,0.0,0.0,0.0,0.0321815261,0.0000000000,2809470.6,10.0,1000,2021-07-26 13:24:23.860511
5.0,7.1,0.0,0.0,0.0,0.0291379083,0.0000000000,1904849.7,10.0,1000,2021-07-26 13:24:24.063603
5.0,7.1,0.0,0.0,0.0,0.0291175259,0.0000000000,1904849.7,10.0,1000,2021-07-26 13:24:24.170074
5.0,7.1,0.0,0.0,0.0,0.0291166042,0.0000000000,1904849.7,10.0,1000,2021-07-26 13:24:24.357793
5.0,7.1,0.0,0.0,0.0,0.0290787632,0.0000000000,1904849.7,10.0,1000,2021-07-26 13:24:24.565771
5.0,7.2,0.0,0.0,0.0,0.0290761018,0.0000000000,1904849.7,10.0,1000,2021-07-26 13:24:24.956411
5.0,7.1,0.0,0.0,0.0,0.0266710868,0.0000000000,880408.3,10.0,1000,2021-07-26 13:24:25.183777
5.0,7.2,0.0,0.0,0.0,0.0266708004,0.0000000000,880408.3,10.0,1000,2021-07-26 13:24:25.366692
5.0,7.2,0.0,0.0,0.0,0.0266686094,0.0000000000,880408.3,10.0,1000,2021-07-26 13:24:25.667866
5.0,7.2,0.0,0.0,0.0,0.0266643870,0.0000000000,880408.3,10.0,1000,2021-07-26 13:24:26.067075
5.0,7.3,0.0,0.0,0.0,0.0266601858,0.0000000000,880408.3,10.0,1000,2021-07-26 13:24:26.457228
5.0,7.3,0.0,0.0,0.0,0.0266570376,0.0000000000,880408.3,10.0,1000,2021-07-26 13:24:26.666212
5.0,7.4,0.0,0.0,0.0,0.0266721850,0.0000000000,880408.3,10.0,1000,2021-07-26 13:24:26.965149
5.0,7.4,0.0,0.0,0.0,0.0266491571,0.0000000000,2550243.7,10.0,1000,2021-07-26 13:24:27.264524
5.0,21.3,884.2,931.3,0.0,0.1773357159,0.0000000000,2550243.7,10.0,1000,2021-07-26 13:24:27.466647
5.0,21.4,884.2,931.3,0.0,0.1773348795,0.0000000000,2596313.0,10.0,1000,2021-07-26 13:24:27.666477
5.0,21.5,884.2,931.3,0.0,0.1804512714,0.0000000000,2596959.4,10.0,1000,2021-07-26 13:24:27.881765
5.0,21.6,884.2,931.3,0.0,0.1806024978,0.0000000000,2599236.2,10.0,1000,2021-07-26 13:24:28.267122
5.0,21.7,884.2,931.3,0.0,0.1806823117,0.0000000000,2600963.9,10.0,1000,2021-07-26 13:24:28.564730
5.0,21.8,884.2,931.3,0.0,0.1807968772,0.0000000000,2602582.8,10.0,1000,2021-07-26 13:24:28.763825
5.0,21.9,884.2,931.3,0.0,0.1808736361,0.0000000000,2603280.8,10.0,1000,2021-07-26 13:24:28.881566
5.0,21.9,884.2,931.3,0.0,0.1839064440,0.0000000000,2648195.7,10.0,1000,2021-07-26 13:24:29.061916
5.0,22.0,884.2,931.3,0.0,0.1839055969,0.0000000000,2648195.7,10.0,1000,2021-07-26 13:24:29.258467
5.0,22.0,884.2,931.3,0.0,0.1863692032,0.0000000000,2736658.3,10.0,1000,2021-07-26 13:24:29.369874
5.0,22.1,884.2,931.3,0.0,0.1864054160,0.0000000000,2738241.2,10.0,1000,2021-07-26 13:24:29.569965
5.0,22.2,884.2,931.3,0.0,0.1864876982,0.0000000000,2741965.2,10.0,1000,2021-07-26 13:24:30.157858
5.0,22.3,884.2,931.3,0.0,0.1865776943,0.0000000000,2743701.0,10.0,1000,2021-07-26 13:24:30.367239
5.0,22.4,884.2,931.3,0.0,0.1866201210,0.0000000000,2745207.4,10.0,1000,2021-07-26 13:24:30.560319
5.0,22.7,884.2,931.3,0.0,0.1922338923,0.0000000000,2794998.7,10.0,1000,2021-07-26 13:24:30.784618
5.0,22.7,884.2,931.3,0.0,0.1922948896,0.0000000000,2797904.5,10.0,1000,2021-07-26 13:24:31.264003
5.0,23.1,884.2,931.3,0.0,0.1986466448,0.0000000000,2853621.5,10.0,1000,2021-07-26 13:24:31.667559
5.0,23.2,884.2,931.3,0.0,0.2007247653,0.0000000000,4630741.8,10.0,1000,2021-07-26 13:24:31.871604
5.0,25.2,1999.1,2098.1,0.0,0.4157686356,0.0000000000,4631042.4,10.0,1000,2021-07-26 13:24:32.060590
5.0,25.3,1999.1,2098.1,0.0,0.4159773595,0.0000000000,4631573.9,10.0,1000,2021-07-26 13:24:32.266588
5.0,25.3,1999.1,2098.1,0.0,0.4161850240,0.0000000000,4632100.0,10.0,1000,2021-07-26 13:24:32.376801
5.0,25.4,1999.1,2098.1,0.0,0.4162899157,0.0000000000,4745564.5,10.0,1000,2021-07-26 13:24:32.476075
5.0,25.8,1999.1,2206.0,0.0,0.4191508953,0.0000000000,4745846.4,10.0,1000,2021-07-26 13:24:32.657280
5.0,25.9,2103.4,2207.9,0.0,0.4193575002,0.0000000000,4746367.1,10.0,1000,2021-07-26 13:24:32.774563
5.0,26.0,2104.5,2209.0,0.0,0.4194719275,0.0000000000,4746657.0,10.0,1000,2021-07-26 13:24:32.999347
5.0,26.1,2106.3,2210.9,0.0,0.4196785325,0.0000000000,4747183.1,10.0,1000,2021-07-26 13:24:33.286448
5.0,26.2,2109.1,2213.9,0.0,0.4199932076,0.0000000000,4747980.3,10.0,1000,2021-07-26 13:24:33.376554
5.0,26.3,2110.1,2214.9,0.0,0.4200865428,0.0000000000,4748262.2,10.0,1000,2021-07-26 13:24:33.576584
5.0,26.4,2112.0,2216.9,0.0,0.4202990749,0.0000000000,4749000.3,10.0,1000,2021-07-26 13:24:33.763433
5.0,26.4,2113.3,2218.9,0.0,0.4205084349,0.0000000000,4749333.2,10.0,1000,2021-07-26 13:24:33.957830
5.0,26.5,2115.1,2220.2,0.0,0.4206448362,0.0000000000,4749821.7,10.0,1000,2021-07-26 13:24:34.063939
5.0,26.6,2209.5,2319.4,0.0,0.4207569178,0.0000000000,4750090.1,10.0,1000,2021-07-26 13:24:34.165380
5.0,26.6,2209.5,2319.4,0.0,0.4209334992,0.0000000000,4750610.8,10.0,1000,2021-07-26 13:24:34.361682
5.0,26.7,2209.5,2319.4,0.0,0.4211555478,0.0000000000,4750973.2,10.0,1000,2021-07-26 13:24:34.559121
5.0,26.8,2209.5,2319.4,0.0,0.4301200905,0.0000000000,4773671.2,10.0,1000,2021-07-26 13:24:35.164406
5.0,27.1,2209.5,2319.4,0.0,0.4389246526,0.0000000000,4830985.0,10.0,1000,2021-07-26 13:24:35.364065
5.0,27.1,2209.5,2319.4,0.0,0.4390706002,0.0000000000,4831931.7,10.0,1000,2021-07-26 13:24:35.477050
5.0,27.2,2209.5,2319.4,0.0,0.4392150661,0.0000000000,4832873.6,10.0,1000,2021-07-26 13:24:35.968186
5.0,27.4,2209.5,2319.4,0.0,0.4614585623,0.0000000000,5361420.2,10.0,1000,2021-07-26 13:24:36.380048
5.0,28.2,2209.5,2319.4,0.0,0.4616852626,0.0000000000,5362477.4,10.0,1000,2021-07-26 13:24:36.560174
5.0,26.2,4605.0,4818.6,0.0,0.6829314030,0.0000000000,8631815.6,10.0,1000,2021-07-26 13:24:37.066935
5.0,26.0,4603.7,4817.1,0.0,0.6983606572,0.0000000000,8701357.4,10.0,1000,2021-07-26 13:24:37.357795
5.0,26.1,4603.0,4816.4,0.0,0.6985241830,0.0000000000,8699006.0,10.0,1000,2021-07-26 13:24:37.564950
5.0,26.2,4602.5,4815.9,0.0,0.6986758591,0.0000000000,8739781.5,10.0,1000,2021-07-26 13:24:37.675395
5.0,26.2,4885.3,5114.1,0.0,0.7053277130,0.0000000000,8738100.4,10.0,1000,2021-07-26 13:24:37.867598
5.0,26.3,4888.3,5117.2,0.0,0.7053372051,0.0000000000,8734835.1,10.0,1000,2021-07-26 13:24:38.066851
5.0,26.4,4891.3,5120.3,0.0,0.7152127403,0.0000000000,8781647.7,10.0,1000,2021-07-26 13:24:38.263606
5.0,26.5,4894.2,5123.4,0.0,0.7150137983,0.0000000000,8777395.0,10.0,1000,2021-07-26 13:24:38.456618
5.0,26.2,4897.1,5126.5,0.0,0.7317890343,0.0000000000,9218399.2,10.0,1000,2021-07-26 13:24:38.579413
