pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,load,date
10.0,0.0,0.0,0.0,0.0,0.0006378291,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:14.922888
10.0,0.0,0.0,0.0,0.0,0.0006378225,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:14.969686
10.0,0.0,0.0,0.0,0.0,0.0006378161,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.020338
10.0,0.0,0.0,0.0,0.0,0.0006378092,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.073018
10.0,0.0,0.0,0.0,0.0,0.0006377972,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.163788
10.0,0.0,0.0,0.0,0.0,0.0006377836,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.262708
10.0,0.0,0.0,0.0,0.0,0.0006377765,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.309129
10.0,0.0,0.0,0.0,0.0,0.0006377705,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.353223
10.0,0.0,0.0,0.0,0.0,0.0006377645,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.397342
10.0,0.0,0.0,0.0,0.0,0.0006377584,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.444256
10.0,0.0,0.0,0.0,0.0,0.0006377518,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.489376
10.0,0.0,0.0,0.0,0.0,0.0006377458,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.539380
10.0,0.0,0.0,0.0,0.0,0.0006377389,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.584267
10.0,0.0,0.0,0.0,0.0,0.0006377330,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.625943
10.0,0.0,0.0,0.0,0.0,0.0006377273,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.668627
10.0,0.0,0.0,0.0,0.0,0.0006372136,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.713527
10.0,0.0,0.0,0.0,0.0,0.0006372109,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.760583
10.0,0.0,0.0,0.0,0.0,0.0006372077,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.805437
10.0,0.0,0.0,0.0,0.0,0.0006372050,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.848188
10.0,0.0,0.0,0.0,0.0,0.0006365348,0.0000000000,0.0,20.0,16000,2021-09-06 17:15:15.986699
