pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,carga,fecha
1.0,51.3,399.1,177.5,306.2,0.0347827868,0.0697286389,23468637.2,2.0,17000.0,2021-06-01 20:43:15.842649
1.0,51.2,397.3,176.9,254.6,0.0347381737,0.0696910424,23429847.0,2.0,17000.0,2021-06-01 20:43:16.260149
1.0,0.0,0.0,0.0,0.0,0.0000851342,0.0000000000,0.0,2.0,18000.0,2021-06-01 20:44:16.376151
1.0,0.0,0.0,0.0,0.0,0.0000850803,0.0000000000,0.0,2.0,18000.0,2021-06-01 20:44:16.425651
1.0,0.0,0.0,0.0,0.0,0.0000839413,0.0000000000,0.0,2.0,18000.0,2021-06-01 20:44:17.484649
1.0,0.0,0.0,0.0,0.0,0.0024537557,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:18.539652
1.0,0.0,0.0,0.0,0.0,0.0024537557,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:19.597649
1.0,0.0,0.0,0.0,0.0,0.0024537557,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:20.666650
1.0,0.0,0.0,0.0,0.0,0.0024537557,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:21.744653
1.0,0.0,0.0,0.0,0.0,0.0024537557,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:22.794148
1.0,0.0,640.3,78.8,0.0,0.0024537557,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:23.851149
1.0,0.0,640.3,78.8,0.0,0.0024534112,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:24.907649
1.0,0.0,640.3,78.8,0.0,0.0024534112,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:26.056151
1.0,0.0,640.3,78.8,0.0,0.0024534112,0.0110369920,66469.1,2.0,18000.0,2021-06-01 20:44:27.069648
1.0,0.0,967.0,119.0,0.0,0.0037069762,0.0169049364,101808.2,2.0,18000.0,2021-06-01 20:44:28.139650
1.0,20.1,967.0,119.0,0.0,0.0405560042,0.2647829088,1079561.9,2.0,18000.0,2021-06-01 20:44:29.204151
1.0,20.3,967.0,119.0,0.0,0.0405506392,0.2647829088,1079561.9,2.0,18000.0,2021-06-01 20:44:30.286649
1.0,20.3,967.0,119.0,0.0,0.0405500243,0.2647829088,1079561.9,2.0,18000.0,2021-06-01 20:44:31.346148
1.0,20.3,967.0,119.0,0.0,0.0405494204,0.2647829088,1079561.9,2.0,18000.0,2021-06-01 20:44:32.400649
1.0,39.4,967.0,119.0,560.7,0.1024810982,0.6153226950,2002069.6,2.0,18000.0,2021-06-01 20:44:33.458648
1.0,39.5,967.0,119.0,560.7,0.1024810982,0.6153226950,2002069.6,2.0,18000.0,2021-06-01 20:44:33.784149
1.0,39.5,967.0,119.0,560.7,0.1018526733,0.6124028603,1984476.7,2.0,18000.0,2021-06-01 20:44:34.848148
1.0,39.5,967.0,119.0,560.7,0.1017884855,0.6121047699,1982683.2,2.0,18000.0,2021-06-01 20:44:35.905649
1.0,39.5,967.0,119.0,560.7,0.1017243583,0.6118072430,1980889.7,2.0,18000.0,2021-06-01 20:44:36.961149
1.0,39.5,967.0,119.0,560.7,0.1133042476,0.6899028264,2288451.6,2.0,18000.0,2021-06-01 20:44:38.016649
1.0,45.1,5196.4,1857.9,560.7,0.1903634475,1.0734250596,3323142.8,2.0,18000.0,2021-06-01 20:44:39.073150
1.0,45.7,5196.4,1857.9,560.7,0.2004448256,1.1411691350,3590200.9,2.0,18000.0,2021-06-01 20:44:40.128651
1.0,45.8,5196.4,1857.9,560.7,0.2004448256,1.1411691350,3590200.9,2.0,18000.0,2021-06-01 20:44:40.433151
1.0,46.4,5196.4,1857.9,946.2,0.2004448256,1.1411691350,3590200.9,2.0,18000.0,2021-06-01 20:44:41.484148
1.0,51.7,5006.7,1834.5,970.5,0.2197366900,1.2504597194,3877917.1,2.0,18000.0,2021-06-01 20:44:42.547150
1.0,52.9,7803.7,3312.0,1811.4,0.2214963576,1.2604172894,3904146.8,2.0,18000.0,2021-06-01 20:44:43.610149
1.0,48.7,7803.7,3312.0,1831.7,0.2281253598,1.2875441903,3889750.1,2.0,18000.0,2021-06-01 20:44:44.665149
1.0,49.2,7803.7,3312.0,1852.0,0.2513570436,1.4005231991,4196447.1,2.0,18000.0,2021-06-01 20:44:45.724153
1.0,49.8,9437.9,4031.3,1872.5,0.2502951918,1.3933843281,4168287.9,2.0,18000.0,2021-06-01 20:44:46.793151
1.0,50.0,9437.9,4031.3,1880.9,0.2498656787,1.3905100636,4157003.1,2.0,18000.0,2021-06-01 20:44:47.217148
1.0,50.5,9437.9,4031.3,1901.2,0.2488147636,1.3834447203,4129133.9,2.0,18000.0,2021-06-01 20:44:48.274148
1.0,66.4,9894.7,4485.6,1921.5,0.3749045643,1.7537529714,8363066.9,2.0,18000.0,2021-06-01 20:44:49.330649
1.0,67.7,9894.7,4485.6,1941.9,0.3749045643,1.7537529714,8363066.9,2.0,18000.0,2021-06-01 20:44:50.387651
1.0,68.6,9894.7,4485.6,1962.4,0.3749045643,1.7537529714,8363066.9,2.0,18000.0,2021-06-01 20:44:51.461649
1.0,69.4,9894.7,4485.6,1983.0,0.3749045643,1.7537529714,8363066.9,2.0,18000.0,2021-06-01 20:44:52.540649
1.0,70.3,10222.6,4807.0,2093.7,0.4147150275,1.8541556794,11881150.8,2.0,18000.0,2021-06-01 20:44:53.613148
1.0,70.7,10222.6,4807.0,2093.7,0.4147150275,1.8541556794,11881150.8,2.0,18000.0,2021-06-01 20:44:54.123649
1.0,71.5,10222.6,4807.0,2093.7,0.4147150275,1.8541556794,11881150.8,2.0,18000.0,2021-06-01 20:44:55.181148
1.0,72.3,10222.6,4807.0,2093.7,0.4147150275,1.8541556794,11881150.8,2.0,18000.0,2021-06-01 20:44:56.240650
1.0,79.1,10222.6,4807.0,2093.7,0.4968813958,2.2201318851,13643996.8,2.0,18000.0,2021-06-01 20:44:57.293148
1.0,80.1,12031.1,5653.4,2093.7,0.5399331441,2.4049843675,15038283.2,2.0,18000.0,2021-06-01 20:44:58.352149
1.0,72.9,12031.1,5653.4,1928.0,0.6050404746,2.7106101157,14098698.5,2.0,18000.0,2021-06-01 20:44:59.420149
1.0,73.6,12031.1,5653.4,1928.0,0.6050404746,2.7106101157,14098698.5,2.0,18000.0,2021-06-01 20:45:00.562649
1.0,74.0,12031.1,5653.4,1928.0,0.6050404746,2.7106101157,14098698.5,2.0,18000.0,2021-06-01 20:45:01.018649
1.0,79.0,12031.1,5653.4,1928.0,0.6512070098,2.9212443445,15312232.3,2.0,18000.0,2021-06-01 20:45:02.076149
1.0,80.6,12031.1,5653.4,2199.0,0.6512070098,2.9212443445,15312232.3,2.0,18000.0,2021-06-01 20:45:03.133649
1.0,75.0,12520.7,6450.0,2199.0,0.6149787767,2.7530767313,14974309.7,2.0,18000.0,2021-06-01 20:45:04.188650
1.0,75.8,12649.3,6519.5,2199.0,0.6112117293,2.7355991510,14939206.9,2.0,18000.0,2021-06-01 20:45:05.239149
1.0,76.7,12778.2,6589.3,2199.0,0.6074123929,2.7179717629,14903769.9,2.0,18000.0,2021-06-01 20:45:06.302149
1.0,77.6,13839.9,7163.3,2199.0,0.6035843552,2.7002112122,14868098.8,2.0,18000.0,2021-06-01 20:45:07.369651
1.0,77.9,13839.9,7163.3,2199.0,0.6018658640,2.6921881706,14851984.9,2.0,18000.0,2021-06-01 20:45:07.853150
1.0,94.5,13839.9,7163.3,1820.5,0.6796227359,3.0254880255,16294562.1,2.0,18000.0,2021-06-01 20:45:08.905649
1.0,96.2,13839.9,7163.3,1820.5,0.6796227359,3.0254880255,16294562.1,2.0,18000.0,2021-06-01 20:45:09.963148
1.0,97.0,13839.9,7163.3,1262.3,0.6796227359,3.0254880255,16294562.1,2.0,18000.0,2021-06-01 20:45:11.019148
1.0,97.9,11930.4,6595.5,1262.3,0.6796227359,3.0254880255,16294562.1,2.0,18000.0,2021-06-01 20:45:12.072149
1.0,98.1,12043.6,6660.2,1262.3,0.6796227359,3.0254880255,16294562.1,2.0,18000.0,2021-06-01 20:45:13.128649
1.0,79.1,11324.1,6248.5,568.8,0.6237981857,2.6862632243,15704681.7,2.0,18000.0,2021-06-01 20:45:14.206151
1.0,79.1,11324.1,6248.5,577.5,0.6237981857,2.6862632243,15704681.7,2.0,18000.0,2021-06-01 20:45:14.936148
1.0,68.0,11324.1,6248.5,644.2,0.6465010543,2.6888937395,16018955.4,2.0,18000.0,2021-06-01 20:45:15.998649
1.0,68.0,11324.1,6248.5,649.3,0.6180702634,2.4924871773,16434571.4,2.0,18000.0,2021-06-01 20:45:17.071648
1.0,68.0,10278.3,5682.2,654.4,0.6225942591,2.5100226468,16565038.8,2.0,18000.0,2021-06-01 20:45:18.147152
1.0,84.1,12090.3,6938.7,659.5,0.7300134538,2.8617034776,22065504.0,2.0,18000.0,2021-06-01 20:45:19.197651
1.0,84.1,12197.8,7002.5,664.6,0.7345459988,2.8783773790,22239303.9,2.0,18000.0,2021-06-01 20:45:20.249151
1.0,84.1,13054.4,7509.6,669.6,0.7722060099,3.0169857885,23683258.0,2.0,18000.0,2021-06-01 20:45:21.305151
1.0,84.1,10923.9,6506.7,674.7,0.7722060099,3.0169857885,23683258.0,2.0,18000.0,2021-06-01 20:45:22.357649
1.0,84.1,11031.9,6571.6,600.5,0.7722060099,3.0169857885,23683258.0,2.0,18000.0,2021-06-01 20:45:23.415149
1.0,84.1,11139.8,6636.4,628.3,0.7722060099,3.0169857885,23683258.0,2.0,18000.0,2021-06-01 20:45:24.471693
1.0,84.1,11248.0,6701.2,564.9,0.7722060099,3.0169857885,23683258.0,2.0,18000.0,2021-06-01 20:45:25.539649
1.0,84.1,11357.0,6766.5,557.3,0.7722060099,3.0169857885,23683258.0,2.0,18000.0,2021-06-01 20:45:26.586650
1.0,86.3,11465.0,6831.3,549.7,0.7283838282,2.8675755588,24799031.3,2.0,18000.0,2021-06-01 20:45:27.639649
1.0,86.4,11718.4,6947.4,649.5,0.7058039374,2.7844062898,26055194.6,2.0,18000.0,2021-06-01 20:45:28.696149
1.0,93.8,11718.4,6947.4,649.5,0.7502857668,2.9716903009,27221232.2,2.0,18000.0,2021-06-01 20:45:29.753150
1.0,93.8,10914.6,6465.0,559.3,0.7502857668,2.9716903009,27221232.2,2.0,18000.0,2021-06-01 20:45:30.816149
1.0,93.8,10805.0,6399.3,559.3,0.7502857668,2.9716903009,27221232.2,2.0,18000.0,2021-06-01 20:45:31.875649
1.0,83.2,10697.0,6334.6,559.3,0.7472567741,3.0052206895,25500058.2,2.0,18000.0,2021-06-01 20:45:32.937148
1.0,82.4,10587.4,6268.7,650.5,0.6343879206,2.5244971167,27865892.4,2.0,18000.0,2021-06-01 20:45:34.008149
1.0,82.4,10478.2,6203.5,650.5,0.6343879206,2.5244971167,27865892.4,2.0,18000.0,2021-06-01 20:45:35.071154
1.0,82.4,10174.4,5993.3,650.5,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:36.120149
1.0,82.4,10066.5,5928.6,650.5,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:37.174149
1.0,82.4,9958.4,5863.8,650.5,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:38.232149
1.0,82.4,9928.5,5771.3,550.7,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:39.284153
1.0,82.4,9928.5,5771.3,497.3,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:39.973150
1.0,82.4,9928.5,5771.3,491.0,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:41.021149
1.0,82.4,8588.7,5028.9,393.4,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:42.074149
1.0,82.4,8494.0,4974.0,388.9,0.6197296444,2.4820653704,26567819.6,2.0,18000.0,2021-06-01 20:45:43.134651
1.0,77.8,8399.7,4919.4,384.5,0.5496012715,2.1799333324,26715439.2,2.0,18000.0,2021-06-01 20:45:44.189149
1.0,87.1,8303.5,4863.5,380.0,0.5303115883,2.0564595404,29576369.3,2.0,18000.0,2021-06-01 20:45:45.266149
1.0,86.2,7710.8,4606.0,375.6,0.5267155602,2.0423227586,29359876.2,2.0,18000.0,2021-06-01 20:45:46.328649
1.0,69.6,7626.0,4554.9,371.1,0.4450547990,1.6625182024,26932216.5,2.0,18000.0,2021-06-01 20:45:47.388149
1.0,71.8,6203.6,3742.0,294.2,0.3857968153,1.4150289681,26753301.1,2.0,18000.0,2021-06-01 20:45:48.444149
1.0,72.4,6203.6,3742.0,294.2,0.3844886843,1.4095444244,26771540.8,2.0,18000.0,2021-06-01 20:45:49.499649
1.0,73.1,6203.6,3742.0,308.3,0.3831743419,1.4040390666,26789832.5,2.0,18000.0,2021-06-01 20:45:50.558149
1.0,73.7,6203.6,3742.0,311.6,0.3528465006,1.2375478111,30647736.6,2.0,18000.0,2021-06-01 20:45:51.614149
1.0,74.4,5520.3,3327.2,315.1,0.3521609965,1.2355683992,30579002.5,2.0,18000.0,2021-06-01 20:45:52.683651
1.0,70.5,5520.3,3327.2,341.7,0.3328010715,1.1530479839,31896894.1,2.0,18000.0,2021-06-01 20:45:53.754650
1.0,74.1,5520.3,3327.2,341.7,0.3307378405,1.1460089450,31716445.9,2.0,18000.0,2021-06-01 20:45:54.809149
1.0,73.5,5520.3,3327.2,406.0,0.3286824099,1.1389765718,31535997.6,2.0,18000.0,2021-06-01 20:45:55.864649
1.0,72.8,5520.3,3327.2,406.0,0.3266250292,1.1319508644,31355549.4,2.0,18000.0,2021-06-01 20:45:56.919149
1.0,59.8,5520.3,3327.2,406.0,0.2435594975,0.8082432438,29452936.6,2.0,18000.0,2021-06-01 20:45:57.978649
1.0,63.1,5004.8,3010.2,309.3,0.2462723309,0.8138293043,33803988.5,2.0,18000.0,2021-06-01 20:45:59.030651
1.0,63.1,5004.8,3010.2,309.3,0.2462723309,0.8138293043,33803988.5,2.0,18000.0,2021-06-01 20:46:00.092150
1.0,63.1,3486.1,2016.8,309.3,0.2462723309,0.8138293043,33803988.5,2.0,18000.0,2021-06-01 20:46:01.162149
1.0,63.1,3278.8,1902.9,309.3,0.2462723309,0.8138293043,33803988.5,2.0,18000.0,2021-06-01 20:46:02.237650
1.0,63.1,1980.6,1062.3,309.3,0.2462723309,0.8138293043,33803988.5,2.0,18000.0,2021-06-01 20:46:03.303649
1.0,53.3,1768.4,965.9,309.3,0.2300434475,0.7556950217,34676308.8,2.0,18000.0,2021-06-01 20:46:04.359649
1.0,53.3,1768.4,965.9,309.3,0.2300434475,0.7556950217,34676308.8,2.0,18000.0,2021-06-01 20:46:05.410649
1.0,56.0,1768.4,965.9,309.3,0.1090393713,0.3140527692,35962124.3,2.0,18000.0,2021-06-01 20:46:06.469149
1.0,56.0,1768.4,965.9,341.7,0.1090393713,0.3140527692,35962124.3,2.0,18000.0,2021-06-01 20:46:07.533149
1.0,55.0,1768.4,965.9,307.6,0.1053872285,0.3000672700,36084889.2,2.0,18000.0,2021-06-01 20:46:08.599151
1.0,55.0,1768.4,965.9,304.0,0.1053872285,0.3000672700,36084889.2,2.0,18000.0,2021-06-01 20:46:09.654149
1.0,55.0,1768.4,965.9,173.4,0.1053872285,0.3000672700,36084889.2,2.0,18000.0,2021-06-01 20:46:10.723649
1.0,55.0,1768.4,965.9,169.8,0.1053872285,0.3000672700,36084889.2,2.0,18000.0,2021-06-01 20:46:11.768150
1.0,55.0,1641.9,900.1,166.2,0.1053872285,0.3000672700,36084889.2,2.0,18000.0,2021-06-01 20:46:12.821149
1.0,55.7,1626.8,892.2,162.5,0.1033385252,0.2799983177,36687699.8,2.0,18000.0,2021-06-01 20:46:13.876649
1.0,55.7,1611.7,884.4,158.9,0.1033385252,0.2799983177,36687699.8,2.0,18000.0,2021-06-01 20:46:14.934148
1.0,55.7,1604.3,880.5,157.1,0.1033385252,0.2799983177,36687699.8,2.0,18000.0,2021-06-01 20:46:15.451149
1.0,0.0,0.0,0.0,0.0,0.0001250752,0.0000000000,3311677.9,2.0,19000.0,2021-06-01 20:47:15.565656
1.0,0.0,0.0,0.0,0.0,0.0001250752,0.0000000000,3311677.9,2.0,19000.0,2021-06-01 20:47:15.627151
1.0,0.0,0.0,0.0,0.0,0.0001250752,0.0000000000,3311677.9,2.0,19000.0,2021-06-01 20:47:16.680151
1.0,0.0,0.0,0.0,0.0,0.0001250752,0.0000000000,3311677.9,2.0,19000.0,2021-06-01 20:47:17.729149
1.0,0.0,0.0,0.0,0.0,0.0001262228,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:18.787651
1.0,0.0,0.0,0.0,0.0,0.0001262228,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:19.845149
1.0,0.0,0.0,0.0,0.0,0.0001262228,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:20.898649
1.0,0.0,0.0,0.0,0.0,0.0001199821,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:21.957151
1.0,0.0,0.0,0.0,0.0,0.0001123645,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:23.013648
1.0,0.0,0.0,0.0,0.0,0.0001143938,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:24.148649
1.0,0.0,0.0,0.0,0.0,0.0001129220,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:25.219649
1.0,0.0,0.0,0.0,0.0,0.0001121772,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:26.272149
1.0,0.0,0.0,0.0,0.0,0.0001114346,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:27.325649
1.0,0.0,0.1,0.1,0.0,0.0001173280,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:28.382649
1.0,0.0,0.1,0.1,0.0,0.0001173280,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:29.439149
1.0,0.0,0.1,0.1,0.0,0.0001173280,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:30.493150
1.0,0.0,0.1,0.1,0.0,0.0001095382,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:31.561649
1.0,0.0,0.1,0.1,0.0,0.0001088261,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:32.626649
1.0,0.0,0.2,0.1,0.0,0.0001147234,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:33.692651
1.0,0.0,0.2,0.1,0.0,0.0001027019,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:34.752190
1.0,0.0,0.2,0.2,0.0,0.0001027019,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:35.804648
1.0,0.0,0.2,0.2,0.0,0.0000968962,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:36.858648
1.0,0.0,0.2,0.2,0.0,0.0000968962,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:37.918648
1.0,0.0,0.2,0.1,0.0,0.0000981307,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:38.973149
1.0,0.0,0.2,0.1,0.0,0.0000981307,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:40.027148
1.0,0.0,0.2,0.1,0.0,0.0000981307,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:41.088149
1.0,0.0,0.2,0.1,0.0,0.0000981307,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:42.162150
1.0,0.0,0.2,0.1,0.0,0.0000920067,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:43.227152
1.0,0.0,0.2,0.1,0.0,0.0001005489,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:44.283649
1.0,0.0,0.2,0.1,0.0,0.0001005489,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:45.337649
1.0,0.0,0.2,0.1,0.0,0.0001005489,0.0000000000,0.0,2.0,19000.0,2021-06-01 20:47:45.654149
1.0,0.0,0.0,0.0,0.0,0.0000902868,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:45.754648
1.0,0.0,0.0,0.0,0.0,0.0000902868,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:45.816149
1.0,0.0,0.0,0.0,0.0,0.0000902868,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:46.873648
1.0,0.0,0.0,0.0,0.0,0.0000902868,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:47.932148
1.0,0.0,0.0,0.0,0.0,0.0000902868,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:48.987149
1.0,0.0,0.0,0.0,0.0,0.0000956838,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:50.043149
1.0,0.0,0.0,0.0,0.0,0.0000956838,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:51.117649
1.0,0.0,0.0,0.0,0.0,0.0000905449,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:52.195149
1.0,0.0,0.0,0.0,0.0,0.0000899630,0.0000000000,0.0,2.0,20000.0,2021-06-01 20:48:53.258649
1.0,8.4,691.6,31.5,0.0,0.0016277806,0.0011999246,50431.3,2.0,20000.0,2021-06-01 20:48:54.311649
1.0,8.4,708.0,32.3,0.0,0.0016277806,0.0011999246,50431.3,2.0,20000.0,2021-06-01 20:48:55.363148
1.0,8.4,724.5,33.0,0.0,0.0016277806,0.0011999246,50431.3,2.0,20000.0,2021-06-01 20:48:56.422649
1.0,8.4,741.0,33.8,0.0,0.0016277806,0.0011999246,50431.3,2.0,20000.0,2021-06-01 20:48:57.476151
1.0,30.6,2398.6,503.0,758.1,0.0331241464,0.2741690786,2054611.8,2.0,20000.0,2021-06-01 20:48:58.539150
1.0,30.6,2413.9,503.7,758.1,0.0331241464,0.2741690786,2054611.8,2.0,20000.0,2021-06-01 20:48:59.498648
1.0,30.6,2579.0,511.2,758.1,0.0331241464,0.2741690786,2054611.8,2.0,20000.0,2021-06-01 20:49:00.564649
1.0,34.6,2579.0,511.2,758.1,0.0418449018,0.3548344318,2550586.6,2.0,20000.0,2021-06-01 20:49:01.627151
1.0,35.2,2579.0,511.2,758.1,0.0418449018,0.3548344318,2550586.6,2.0,20000.0,2021-06-01 20:49:02.681150
1.0,39.3,2579.0,511.2,1648.9,0.0425658577,0.3553979489,2574270.5,2.0,20000.0,2021-06-01 20:49:03.737649
1.0,40.2,2579.0,511.2,1648.9,0.0458723717,0.3817484436,2812571.1,2.0,20000.0,2021-06-01 20:49:04.812149
1.0,40.9,2579.0,511.2,1648.9,0.0462416221,0.3846779774,2839100.2,2.0,20000.0,2021-06-01 20:49:05.877652
1.0,41.2,2579.0,511.2,1648.9,0.0464085814,0.3860010815,2851009.7,2.0,20000.0,2021-06-01 20:49:06.356649
1.0,41.7,2579.0,511.2,1648.9,0.0491442440,0.4077117240,3047123.1,2.0,20000.0,2021-06-01 20:49:07.437148
1.0,48.9,2579.0,511.2,1707.3,0.1057644449,0.7040160671,3755170.2,2.0,20000.0,2021-06-01 20:49:08.489649
1.0,49.8,2579.0,511.2,1707.3,0.1053951946,0.7010782810,3728616.2,2.0,20000.0,2021-06-01 20:49:09.558649
1.0,50.7,2415.9,503.7,1707.3,0.1050204020,0.6981074861,3701739.0,2.0,20000.0,2021-06-01 20:49:10.639150
1.0,51.3,2399.0,503.0,1707.3,0.1046532299,0.6951862045,3675334.1,2.0,20000.0,2021-06-01 20:49:11.701149
1.0,51.9,2382.2,502.2,1707.3,0.1042815548,0.6922346647,3648655.8,2.0,20000.0,2021-06-01 20:49:12.776151
1.0,52.4,4934.5,1838.2,1707.3,0.1039905883,0.6899267972,3627845.3,2.0,20000.0,2021-06-01 20:49:13.610149
1.0,52.9,5620.5,2034.0,1707.3,0.1036237627,0.6870137677,3601490.2,2.0,20000.0,2021-06-01 20:49:14.670651
1.0,52.9,5620.5,2034.0,1707.3,0.1032576298,0.6841062398,3575184.8,2.0,20000.0,2021-06-01 20:49:15.730149
1.0,52.9,5620.5,2034.0,2146.8,0.1028869939,0.6811574508,3548506.5,2.0,20000.0,2021-06-01 20:49:16.803649
1.0,46.2,5620.5,2034.0,2146.8,0.0973151265,0.6301394778,3226198.0,2.0,20000.0,2021-06-01 20:49:17.874150
1.0,58.7,9517.3,4048.7,1669.6,0.2810481174,0.9172135029,10017104.4,2.0,20000.0,2021-06-01 20:49:18.943649
1.0,66.7,9627.5,4096.8,1910.9,0.3679028699,1.2104078223,12823095.8,2.0,20000.0,2021-06-01 20:49:19.998149
1.0,67.5,9686.0,4122.3,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:20.567650
1.0,69.1,9795.3,4170.0,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:21.630650
1.0,70.6,9903.7,4217.2,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:22.681649
1.0,72.2,10333.0,4667.7,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:23.735650
1.0,73.7,10441.8,4715.2,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:24.799151
1.0,75.3,10551.9,4763.1,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:25.868149
1.0,76.8,11544.6,5195.7,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:26.941149
1.0,77.6,11544.6,5195.7,1910.9,0.3932700431,1.2881719482,14117013.1,2.0,20000.0,2021-06-01 20:49:27.481152
1.0,66.2,11582.6,5514.7,1910.9,0.4408909769,1.4342767344,15465984.1,2.0,20000.0,2021-06-01 20:49:28.545650
1.0,67.1,11582.6,5514.7,1910.9,0.4408909769,1.4342767344,15465984.1,2.0,20000.0,2021-06-01 20:49:29.606153
1.0,68.0,11582.6,5514.7,1910.9,0.4408909769,1.4342767344,15465984.1,2.0,20000.0,2021-06-01 20:49:30.661651
1.0,68.9,11582.6,5514.7,1774.7,0.4408909769,1.4342767344,15465984.1,2.0,20000.0,2021-06-01 20:49:31.714150
1.0,69.7,11582.6,5514.7,1757.9,0.4784689806,1.5466795146,16758819.0,2.0,20000.0,2021-06-01 20:49:32.773649
1.0,65.8,11582.6,5514.7,1697.3,0.5035387901,1.6376736614,16569135.4,2.0,20000.0,2021-06-01 20:49:33.846152
1.0,66.4,11582.6,5514.7,602.2,0.5035387901,1.6376736614,16569135.4,2.0,20000.0,2021-06-01 20:49:34.555149
1.0,62.2,11582.6,5514.7,610.6,0.5336449845,1.7422530190,16686477.3,2.0,20000.0,2021-06-01 20:49:35.611649
1.0,62.8,13276.4,6744.9,619.0,0.5375906295,1.7555016698,16706648.3,2.0,20000.0,2021-06-01 20:49:36.679149
1.0,64.9,13276.4,6744.9,627.5,0.5682909064,1.8585246369,16863239.7,2.0,20000.0,2021-06-01 20:49:37.752150
1.0,64.9,12866.8,6678.8,809.1,0.5795670357,1.8439851848,15548901.9,2.0,20000.0,2021-06-01 20:49:38.807649
1.0,52.7,12866.8,6678.8,826.9,0.6422748694,1.8787119155,18973215.8,2.0,20000.0,2021-06-01 20:49:39.861649
1.0,52.7,12866.8,6678.8,913.8,0.6422748694,1.8787119155,19136202.3,2.0,20000.0,2021-06-01 20:49:40.918148
1.0,52.7,12866.8,6678.8,918.8,0.6422748694,1.8787119155,19136202.3,2.0,20000.0,2021-06-01 20:49:41.634649
1.0,52.7,12866.8,6678.8,927.7,0.6422748694,1.8787119155,19136202.3,2.0,20000.0,2021-06-01 20:49:42.683149
