,carga,cpu_throttled_seconds,cpu_usage_seconds,dropped_packets,file_descriptors,memory_usage_bytes,memory_working_bytes,pods,receive_packets,transmit_packets
0,1000.0,0.2861040943671378,0.22047454223832375,0.0,0.00755185795248332,0.10000000000000002,0.0075221382655990075,1.0,0.14719792797774411,0.1930103312820427
1,2000.0,0.40769503388409056,0.2985478782122245,0.0,0.01330475047161722,0.09999999999999996,0.0037785653719878297,1.0,0.3007339657508932,0.3772990719367483
2,3000.0,0.40375381485323,0.28591701001175257,0.034506237223079814,0.010478477105127766,0.04999999999999998,0.0023766401348290314,1.0,0.2933238388567204,0.3680893810880882
3,4000.0,0.48306105511788733,0.31008090026236623,0.026995728067946374,0.018552875695732843,0.04999999999999994,0.020943747688080386,1.0,0.3517331750422795,0.415153381821628
4,5000.0,0.44318610501425065,0.28616119073595003,0.07154048338077712,0.010676358455470096,0.04999999999999995,0.017406425482059455,1.0,0.3681529174287582,0.42655594961808446
5,6000.0,0.4487745779643059,0.28948374695433754,0.11645785716460338,0.020114995805271922,0.04999999999999993,0.014867593861881247,1.0,0.34850467320838147,0.4185483485882193
6,7000.0,0.4889856117381148,0.3087888614653373,0.19938822494206532,0.01396402716930928,0.04999999999999994,0.01666090457933568,1.0,0.3954569720862686,0.4610834153334847
7,8000.0,0.4740557931318662,0.2987934802205908,0.15702434051943961,0.016603229778051936,0.04999999999999994,0.01613228962187948,1.0,0.3491912863917448,0.3955902320425867
8,9000.0,0.38290459073667643,0.24897179308317396,0.18712994480615897,0.008824033815206751,0.04999999999999992,0.02709927914580277,1.0,0.32594493763995686,0.3700430722967127
9,10000.0,0.2903481412876952,0.18705502764838766,0.15247956146254127,0.022681619231543534,0.04999999999999989,0.028699245107869906,1.0,0.20167391036525614,0.2224987278237384
10,11000.0,0.4819068082319881,0.30301174887403903,0.35718904775811616,0.02075728250483866,0.04999999999999997,0.013352211500954832,1.0,0.383729562294303,0.4351002428224263
11,12000.0,0.3490264735563592,0.23600434277790405,0.3071889312967947,0.02083000687959913,0.04999999999999991,0.03716263446285108,1.0,0.32570201039679747,0.3512371258913519
12,13000.0,0.45521686277207557,0.2919335548061991,0.4250548977875764,0.01979343045065109,0.04999999999999993,0.01868392281820125,1.0,0.3664687050478304,0.4367387044450189
13,14000.0,0.2891836988215011,0.2008955060442181,0.2718771249120759,0.029499769832745115,0.04999999999999989,0.031013126938860224,1.0,0.27799550002269446,0.2775674166156892
14,15000.0,0.13872184141903635,0.26739880207899563,0.3456298431057495,0.024262452233640708,0.04999999999999989,0.04050959330707165,1.0,0.32870318599036075,0.2745805253268344
15,16000.0,0.0,7.52527869392507e-05,0.0,0.0,0.050000000000000024,0.0009901721443446648,1.0,2.384481792494446e-06,3.275440290142868e-06
16,17000.0,0.1071924359821157,0.26042957867267025,0.39576227990139395,0.05502300299001588,0.04999999999999989,0.035043192667907175,1.0,0.3280566926097136,0.2649466510051885
17,18000.0,0.1275006045520354,0.2715417574712031,0.3273948738408964,0.05206812617003589,0.04999999999999989,0.043922075485826294,1.0,0.34294572134631857,0.24825482935733223
18,19000.0,0.0,7.927833352346714e-05,0.0,0.0,0.050000000000000024,0.0010624055361139638,1.0,4.927929037821855e-06,4.585616406200017e-06
19,20000.0,0.09280680630773054,0.25576675459913045,0.3668891031032046,0.04485929710229959,0.04999999999999989,0.037398810417723444,1.0,0.35309143253600306,0.25783875401270634
20,1000.0,0.09679928142703237,0.1090039866122782,0.0,0.01167534683046151,0.06052631578947369,0.02344287855339018,2.0,0.07794596136763,0.09947242655638262
21,2000.0,0.12248881970238555,0.07587676127373702,0.0,0.006557725130868671,0.10000000000000002,0.0037044954460834487,2.0,0.03109006963633057,0.0405068293605934
22,3000.0,0.1643160374851323,0.09813206268393211,6.675288914848345e-05,0.008626307665923514,0.10000000000000002,0.0032170810803499373,2.0,0.07593741530121967,0.0923700474523953
23,4000.0,0.2989786729783082,0.19022876810665337,0.002321547052038991,0.02221164963681325,0.10000000000000005,0.004982022234910075,2.0,0.29347184523123504,0.36243925968935287
24,5000.0,0.3706217702155587,0.22787415216317444,0.04389540791263985,0.025329025619464374,0.10000000000000005,0.013899245746808937,2.0,0.19487304621523127,0.23576029629196138
25,6000.0,0.055871778623950395,0.035596158077443416,0.006334571043152961,0.0029964366699060576,0.10000000000000003,0.0010704583605259934,2.0,0.06389881319042338,0.07790571647551076
26,7000.0,0.35044728328896807,0.21701969501203755,0.0665619859995929,0.025142524542284446,0.10000000000000005,0.016053227170958678,2.0,0.21883529143846991,0.25464929063458785
27,8000.0,0.2722532440719214,0.1867255470100711,0.10364950561141471,0.007671818727490996,0.10000000000000005,0.007671629642848664,2.0,0.18424171491930516,0.2214469088250624
28,9000.0,0.3239938070517349,0.20721790302872273,0.12407827852912161,0.03905709749337523,0.10000000000000005,0.01485646097216874,2.0,0.07665520790694162,0.09027593837542965
29,10000.0,0.35841935534895353,0.22517919358857733,0.15768406741060145,0.022110524882221795,0.10000000000000005,0.010548992029915397,2.0,0.31941821449535823,0.35737622538235275
30,11000.0,0.32079855234679655,0.19397691070311524,0.08597954649755934,0.03090432601612073,0.10000000000000005,0.016517702602413323,2.0,0.25543442774424047,0.2995411299220861
31,12000.0,0.31270351501833105,0.19986031843048133,0.16785652055473615,0.012887507944354212,0.10000000000000005,0.010424278144665369,2.0,0.3706834602758191,0.4147491457812284
32,13000.0,0.35448335382463736,0.23428525849504325,0.2000013906851906,0.04267183063701671,0.10000000000000005,0.014239374226724376,2.0,0.3309791521224317,0.3499207998537843
33,14000.0,0.4413386992145382,0.2843880959914913,0.308438463784953,0.04220644301676713,0.09999999999999995,0.023092393255020903,2.0,0.4667674680869211,0.5155705612900301
34,15000.0,0.0,0.00013996055706005716,0.0,0.0,0.10000000000000005,0.0024728387468376783,2.0,3.4166974662231536e-05,3.81334037334633e-05
