pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,load,date
10.0,246.4,20114.7,16750.2,0.0,1.5676006809,0.0000000000,35588920.6,20.0,9000,2021-08-17 09:10:53.761511
10.0,246.4,20113.5,16749.3,0.0,1.5675645269,0.0000000000,35588136.1,20.0,9000,2021-08-17 09:10:53.801004
10.0,247.0,20112.4,16748.3,0.0,1.5642655839,0.0000000000,35657056.6,20.0,9000,2021-08-17 09:10:53.840550
10.0,247.0,20111.3,16747.4,0.0,1.5642285028,0.0000000000,35656291.7,20.0,9000,2021-08-17 09:10:53.880141
10.0,247.0,20110.2,16746.5,0.0,1.5641923487,0.0000000000,35483844.4,20.0,9000,2021-08-17 09:10:53.920252
10.0,245.0,20109.0,16745.5,0.0,1.5617355264,0.0000000000,35483059.9,20.0,9000,2021-08-17 09:10:53.960961
10.0,244.6,20138.3,16769.9,0.0,1.5600349506,0.0000000000,35447607.2,20.0,9000,2021-08-17 09:10:54.025673
10.0,244.6,20137.0,16768.7,0.0,1.5599885976,0.0000000000,35446652.4,20.0,9000,2021-08-17 09:10:54.066850
10.0,244.6,20135.7,16767.7,0.0,1.5599433482,0.0000000000,35445697.6,20.0,9000,2021-08-17 09:10:54.106890
10.0,244.6,20134.3,16766.5,0.0,1.5598142219,0.0000000000,35436406.0,20.0,9000,2021-08-17 09:10:54.715553
10.0,244.3,19918.8,16586.4,0.0,1.5543971465,0.0000000000,35441462.9,20.0,9000,2021-08-17 09:10:54.828819
10.0,244.3,19917.4,16548.8,0.0,1.5502821722,0.0000000000,35441561.0,20.0,9000,2021-08-17 09:10:55.245459
10.0,241.9,19856.8,16533.9,0.0,1.5352834910,0.0000000000,34907884.6,20.0,9000,2021-08-17 09:10:56.137296
10.0,237.8,19787.3,16476.2,0.0,1.5334517678,0.0000000000,34917101.5,20.0,9000,2021-08-17 09:10:56.414592
10.0,237.8,19782.5,16472.2,0.0,1.5331542309,0.0000000000,34913499.4,20.0,9000,2021-08-17 09:10:56.524761
