pods,file_descriptors,receive_packets,transmit_packets,dropped_packets,cpu_usage_seconds,cpu_throttled_seconds,memory_working_bytes,memory_usage_bytes,load,date
10,246.5,18553.3,15444.8,0,1.402980796,0.051114625,34433765.4,20,15000,26:15.8
10,246.5,18552.2,15443.9,0,1.402967054,0.051113633,34433618.4,20,15000,26:15.9
10,241.3,18322.7,15251.2,0,1.372734579,0.051041586,34086296.3,20,15000,26:16.9
10,241.6,18204.1,15152,0,1.360719212,0.051167364,33419186.6,20,15000,26:18.6
10,236.1,18070.6,15040,0,1.341747991,0.05086226,33325377.5,20,15000,26:20.2
10,235,17805.6,14818.8,0,1.323489903,0.051100074,33169665.1,20,15000,26:21.3
10,258.9,17472.4,14513.5,17.9,1.314779628,0.05777185,33692027.6,20,15000,26:22.6
10,256.3,17188.1,14276.3,17.9,1.305610033,0.05784532,33509867.8,20,15000,26:23.7
10,252.9,16923.3,14055.3,17.9,1.295882677,0.057840693,33433112.8,20,15000,26:24.7
10,252.9,16720.7,13886.8,17.9,1.287414784,0.057795389,33397638.5,20,15000,26:25.7
10,265.8,16738.5,13882.5,17.9,1.280937345,0.059596984,34239424.1,20,15000,26:26.8
10,260.9,16696.5,13847.5,17.9,1.268522896,0.059764049,33873947.1,20,15000,26:27.9
10,261.2,16588.6,13757.6,17.9,1.260311289,0.06005073,33952467.2,20,15000,26:28.9
10,256.4,16576.4,13747.4,17.9,1.245388626,0.060506495,33804123.5,20,15000,26:29.9
10,256.9,16563.5,13736.7,17.9,1.244945757,0.060304661,33783764.6,20,15000,26:31.3
10,263.9,16643.2,13759.4,36,1.246889052,0.067724739,33553194,20,15000,26:32.6
10,259.3,16403.8,13559.9,36,1.236064908,0.067869315,33097571,20,15000,26:33.6
10,255.4,16213.8,13400.7,36,1.2164405,0.068145177,32325391.8,20,15000,26:34.7
10,253.3,16199.5,13388.8,37,1.214394516,0.06838941,32135759.4,20,15000,26:35.7
10,261.5,16239.8,13356.9,37,1.233054225,0.0913863,32584296.7,20,15000,26:36.8
10,259.4,15924.5,13093.5,37,1.207156202,0.091488827,32154898.6,20,15000,26:37.8
10,256.7,15551.2,12781,37,1.186759901,0.091663107,31743672.9,20,15000,26:38.8
10,253.7,15436.8,12685.8,37,1.182240595,0.091609384,31499366.1,20,15000,26:39.9
10,252.7,15268.7,12544.7,36.3,1.180007396,0.091551761,31449048.2,20,15000,26:40.9
10,276,15375.5,12599.6,68.7,1.208562079,0.109693631,33336197.2,20,15000,26:42.0
10,273.6,15372.9,12597.5,68.7,1.191916292,0.108965769,32869982.1,20,15000,26:43.0
10,271.5,15108,12374.7,68.7,1.185040115,0.109054802,32618106.4,20,15000,26:44.0
10,271.9,15105.4,12372.6,68.7,1.18557203,0.109323477,32638936.1,20,15000,26:45.1
10,270.8,15075.1,12347.6,68.7,1.170694796,0.108476135,32619609,20,15000,26:46.1
10,269.9,14978.8,12240,99.6,1.172338824,0.119974055,32981643.5,20,15000,26:47.2
10,267.7,14978.8,12240,103,1.153356067,0.120526204,32886397,20,15000,26:48.3
